id,hh_id,age,gender,pm25_baseline,pm25_scenario,RR,increment
127,53,72,Male,19.79552631,7.241438659,1.1,5
128,54,60,Female,14.73430466,8.727296868,1.1,5
129,54,78,Male,14.73430466,8.727296868,1.1,5
130,55,79,Female,18.24239849,9.761029057,1.1,5
131,55,72,Female,18.24239849,9.761029057,1.1,5
132,56,44,Female,16.89226235,10.93249603,1.1,5
133,56,74,Female,16.89226235,10.93249603,1.1,5
134,56,44,Male,16.89226235,10.93249603,1.1,5
135,57,72,Female,14.65908031,6.943209891,1.1,5
136,57,61,Female,14.65908031,6.943209891,1.1,5
137,57,63,Male,14.65908031,6.943209891,1.1,5
138,58,64,Male,10.40129399,6,1.1,5
139,58,57,Male,10.40129399,6,1.1,5
140,59,55,Female,13.43664805,7.063052009,1.1,5
141,59,36,Male,13.43664805,7.063052009,1.1,5
142,59,57,Male,13.43664805,7.063052009,1.1,5
143,60,53,Male,13.53038864,7.411122417,1.1,5
144,60,53,Male,13.53038864,7.411122417,1.1,5
145,61,47,Male,15.1414633,6.689309306,1.1,5
146,61,67,Male,15.1414633,6.689309306,1.1,5
147,62,72,Male,18.90059603,8.136577242,1.1,5
148,62,71,Male,18.90059603,8.136577242,1.1,5
149,62,41,Male,18.90059603,8.136577242,1.1,5
150,63,60,Female,20,9.021355929,1.1,5
151,63,51,Female,20,9.021355929,1.1,5
152,63,71,Female,20,9.021355929,1.1,5
153,64,71,Female,19.64274318,6,1.1,5
154,64,66,Male,19.64274318,6,1.1,5
155,65,79,Female,14.60054711,6.411809346,1.1,5
156,65,74,Female,14.60054711,6.411809346,1.1,5
157,66,67,Male,9.730417813,7.795684418,1.1,5
158,66,70,Male,9.730417813,7.795684418,1.1,5
159,66,38,Female,9.730417813,7.795684418,1.1,5
160,67,74,Female,13.83366041,6,1.1,5
161,67,62,Male,13.83366041,6,1.1,5
162,68,55,Male,15.26762167,7.182534767,1.1,5
163,68,57,Female,15.26762167,7.182534767,1.1,5
164,69,70,Male,17.53503901,6,1.1,5
165,69,52,Male,17.53503901,6,1.1,5
166,70,80,Female,17.88758391,6,1.1,5
167,70,62,Female,17.88758391,6,1.1,5
168,71,65,Female,17.05292829,6,1.1,5
169,71,46,Male,17.05292829,6,1.1,5
170,71,45,Male,17.05292829,6,1.1,5
171,72,58,Male,10.81417695,6,1.1,5
172,72,64,Female,10.81417695,6,1.1,5
173,73,45,Female,17.54892914,6,1.1,5
174,73,58,Female,17.54892914,6,1.1,5
175,74,51,Male,13.66032835,7.764610285,1.1,5
176,74,57,Female,13.66032835,7.764610285,1.1,5
177,75,68,Female,15.5244081,8.964226005,1.1,5
178,75,44,Female,15.5244081,8.964226005,1.1,5
179,76,38,Male,15.22365353,6,1.1,5
180,76,40,Male,15.22365353,6,1.1,5
181,76,44,Male,15.22365353,6,1.1,5
182,77,53,Male,16.28450029,6,1.1,5
183,77,72,Female,16.28450029,6,1.1,5
184,77,75,Male,16.28450029,6,1.1,5
185,78,62,Male,15.07402495,6,1.1,5
186,78,79,Male,15.07402495,6,1.1,5
187,79,43,Female,9.997574707,6.170822547,1.1,5
188,79,41,Female,9.997574707,6.170822547,1.1,5
189,79,58,Female,9.997574707,6.170822547,1.1,5
190,80,76,Female,17.20948789,6.521941864,1.1,5
191,80,52,Male,17.20948789,6.521941864,1.1,5
192,80,58,Female,17.20948789,6.521941864,1.1,5
193,81,42,Male,16.15807971,7.967235068,1.1,5
194,81,50,Male,16.15807971,7.967235068,1.1,5
195,81,52,Male,16.15807971,7.967235068,1.1,5
196,82,63,Female,14.20304512,6.357350316,1.1,5
197,82,59,Female,14.20304512,6.357350316,1.1,5
198,82,50,Male,14.20304512,6.357350316,1.1,5
199,83,39,Male,15.35443353,6,1.1,5
200,83,57,Female,15.35443353,6,1.1,5
201,84,37,Female,15.40211594,6.817131449,1.1,5
202,84,40,Female,15.40211594,6.817131449,1.1,5
203,84,59,Female,15.40211594,6.817131449,1.1,5
204,85,53,Female,15.66305841,9.374373621,1.1,5
205,85,45,Female,15.66305841,9.374373621,1.1,5
206,85,77,Female,15.66305841,9.374373621,1.1,5
207,86,46,Male,19.9225385,9.383202537,1.1,5
208,86,67,Male,19.9225385,9.383202537,1.1,5
209,86,42,Female,19.9225385,9.383202537,1.1,5
210,87,41,Male,14.34284886,6,1.1,5
211,87,49,Female,14.34284886,6,1.1,5
212,88,71,Male,15.50419615,6,1.1,5
213,88,69,Male,15.50419615,6,1.1,5
214,89,41,Female,18.50515162,11.91612098,1.1,5
215,89,47,Female,18.50515162,11.91612098,1.1,5
216,89,54,Male,18.50515162,11.91612098,1.1,5
217,90,43,Female,18.16254307,6.675156115,1.1,5
218,90,46,Male,18.16254307,6.675156115,1.1,5
219,91,48,Male,18.43578933,6.8050975,1.1,5
220,91,73,Female,18.43578933,6.8050975,1.1,5
221,91,62,Female,18.43578933,6.8050975,1.1,5
222,92,43,Male,13.267596,7.841148377,1.1,5
223,92,66,Male,13.267596,7.841148377,1.1,5
224,92,70,Male,13.267596,7.841148377,1.1,5
225,93,53,Female,20,6,1.1,5
226,93,75,Female,20,6,1.1,5
227,94,68,Male,15.20010261,6,1.1,5
228,94,46,Male,15.20010261,6,1.1,5
229,94,48,Male,15.20010261,6,1.1,5
230,95,44,Female,20,6,1.1,5
231,95,73,Male,20,6,1.1,5
232,95,50,Male,20,6,1.1,5
233,96,68,Female,10.94729194,6,1.1,5
234,96,44,Female,10.94729194,6,1.1,5
235,97,36,Male,15.06295076,7.237698866,1.1,5
236,97,55,Female,15.06295076,7.237698866,1.1,5
237,98,42,Male,18.74974371,6,1.1,5
238,98,67,Female,18.74974371,6,1.1,5
239,98,67,Female,18.74974371,6,1.1,5
240,99,49,Female,12.85427344,8.179965359,1.1,5
241,99,58,Female,12.85427344,8.179965359,1.1,5
242,100,52,Female,12.7419331,7.578688058,1.1,5
243,100,69,Male,12.7419331,7.578688058,1.1,5
244,101,50,Male,12.18438389,6,1.1,5
245,101,38,Female,12.18438389,6,1.1,5
246,102,73,Female,11.84246016,7.452649885,1.1,5
247,102,68,Male,11.84246016,7.452649885,1.1,5
248,102,80,Male,11.84246016,7.452649885,1.1,5
249,103,62,Male,13.6885214,8.496162325,1.1,5
250,103,70,Male,13.6885214,8.496162325,1.1,5
251,103,53,Male,13.6885214,8.496162325,1.1,5
252,104,57,Female,15.99353752,9.122190507,1.1,5
253,104,42,Female,15.99353752,9.122190507,1.1,5
254,105,53,Male,9,6.574303443,1.1,5
255,105,41,Male,9,6.574303443,1.1,5
256,105,46,Female,9,6.574303443,1.1,5
257,106,36,Male,15.6359413,6.812726412,1.1,5
258,106,52,Female,15.6359413,6.812726412,1.1,5
259,106,57,Female,15.6359413,6.812726412,1.1,5
260,107,45,Male,18.71002514,6.82657173,1.1,5
261,107,36,Male,18.71002514,6.82657173,1.1,5
262,108,80,Male,20,9.882923512,1.1,5
263,108,59,Female,20,9.882923512,1.1,5
264,109,59,Female,18.90352798,9.250143785,1.1,5
265,109,51,Female,18.90352798,9.250143785,1.1,5
266,110,56,Female,17.27032429,8.668803136,1.1,5
267,110,47,Female,17.27032429,8.668803136,1.1,5
268,110,56,Female,17.27032429,8.668803136,1.1,5
269,111,59,Female,9.819808803,6.4253184,1.1,5
270,111,43,Male,9.819808803,6.4253184,1.1,5
271,111,69,Male,9.819808803,6.4253184,1.1,5
272,112,58,Female,13.19547988,7.746482868,1.1,5
273,112,72,Female,13.19547988,7.746482868,1.1,5
274,112,76,Female,13.19547988,7.746482868,1.1,5
275,113,46,Female,13.94386063,7.806580662,1.1,5
276,113,49,Male,13.94386063,7.806580662,1.1,5
277,113,75,Female,13.94386063,7.806580662,1.1,5
278,114,49,Male,17.11057171,6,1.1,5
279,114,70,Male,17.11057171,6,1.1,5
280,115,59,Female,14.682986,6,1.1,5
281,115,75,Female,14.682986,6,1.1,5
282,116,39,Male,11.22405412,8.283660055,1.1,5
283,116,48,Female,11.22405412,8.283660055,1.1,5
284,116,51,Female,11.22405412,8.283660055,1.1,5
285,117,36,Female,20,6,1.1,5
286,117,71,Male,20,6,1.1,5
287,117,58,Male,20,6,1.1,5
288,118,45,Male,17.73417388,7.003367377,1.1,5
289,118,67,Female,17.73417388,7.003367377,1.1,5
290,118,41,Male,17.73417388,7.003367377,1.1,5
291,119,49,Male,15.71229082,7.500495643,1.1,5
292,119,60,Female,15.71229082,7.500495643,1.1,5
293,120,71,Female,18.65432583,8.127734781,1.1,5
294,120,57,Male,18.65432583,8.127734781,1.1,5
295,120,45,Female,18.65432583,8.127734781,1.1,5
296,121,59,Female,10.98367714,7.378852475,1.1,5
297,121,44,Male,10.98367714,7.378852475,1.1,5
298,122,68,Female,16.98246089,6,1.1,5
299,122,62,Female,16.98246089,6,1.1,5
300,122,40,Female,16.98246089,6,1.1,5
301,123,46,Female,13.43126287,8.97273172,1.1,5
302,123,53,Female,13.43126287,8.97273172,1.1,5
303,124,78,Female,17.05123657,10.47726753,1.1,5
304,124,69,Male,17.05123657,10.47726753,1.1,5
305,125,42,Male,14.81753414,8.762357618,1.1,5
306,125,62,Female,14.81753414,8.762357618,1.1,5
307,126,79,Female,16.89888214,6,1.1,5
308,126,36,Female,16.89888214,6,1.1,5
309,126,47,Male,16.89888214,6,1.1,5
310,127,79,Male,19.00655285,9.799152371,1.1,5
311,127,72,Female,19.00655285,9.799152371,1.1,5
312,127,53,Male,19.00655285,9.799152371,1.1,5
313,128,65,Female,15.02187027,6.887888108,1.1,5
314,128,45,Male,15.02187027,6.887888108,1.1,5
315,129,78,Female,18.05267591,8.049828559,1.1,5
316,129,45,Male,18.05267591,8.049828559,1.1,5
317,130,63,Female,11.43469789,8.244066472,1.1,5
318,130,67,Male,11.43469789,8.244066472,1.1,5
319,131,61,Male,12.83518668,6.806627854,1.1,5
320,131,59,Female,12.83518668,6.806627854,1.1,5
321,131,42,Female,12.83518668,6.806627854,1.1,5
322,132,67,Male,19.55765313,6.849473605,1.1,5
323,132,62,Female,19.55765313,6.849473605,1.1,5
324,133,74,Male,16.13216392,9.038314139,1.1,5
325,133,78,Female,16.13216392,9.038314139,1.1,5
326,133,42,Male,16.13216392,9.038314139,1.1,5
327,134,50,Female,9,8.423203845,1.1,5
328,134,44,Female,9,8.423203845,1.1,5
329,134,49,Male,9,8.423203845,1.1,5
330,135,76,Male,10.90788764,8.980524492,1.1,5
331,135,58,Female,10.90788764,8.980524492,1.1,5
332,135,74,Male,10.90788764,8.980524492,1.1,5
333,136,62,Female,14.39765695,11.76585339,1.1,5
334,136,74,Female,14.39765695,11.76585339,1.1,5
335,136,36,Male,14.39765695,11.76585339,1.1,5
336,137,80,Female,17.59733821,8.328831727,1.1,5
337,137,52,Male,17.59733821,8.328831727,1.1,5
338,137,45,Male,17.59733821,8.328831727,1.1,5
339,138,36,Male,14.69435023,7.414762315,1.1,5
340,138,53,Female,14.69435023,7.414762315,1.1,5
341,138,36,Male,14.69435023,7.414762315,1.1,5
342,139,75,Male,16.87256242,6,1.1,5
343,139,57,Female,16.87256242,6,1.1,5
344,139,39,Male,16.87256242,6,1.1,5
345,140,40,Male,17.87701613,12.38342801,1.1,5
346,140,51,Male,17.87701613,12.38342801,1.1,5
347,141,61,Female,20,6.034646356,1.1,5
348,141,46,Female,20,6.034646356,1.1,5
349,141,49,Male,20,6.034646356,1.1,5
350,142,68,Male,15.1680502,11.74946943,1.1,5
351,142,48,Female,15.1680502,11.74946943,1.1,5
352,142,36,Female,15.1680502,11.74946943,1.1,5
353,143,50,Male,14.84405428,7.749287136,1.1,5
354,143,49,Female,14.84405428,7.749287136,1.1,5
355,143,44,Female,14.84405428,7.749287136,1.1,5
356,144,58,Male,9.740287923,10.0768604,1.1,5
357,144,61,Female,9.740287923,10.0768604,1.1,5
358,145,37,Male,15.29798278,6.780579358,1.1,5
359,145,68,Female,15.29798278,6.780579358,1.1,5
360,145,77,Female,15.29798278,6.780579358,1.1,5
361,146,74,Female,13.28444983,8.022941509,1.1,5
362,146,64,Male,13.28444983,8.022941509,1.1,5
363,146,50,Male,13.28444983,8.022941509,1.1,5
364,147,43,Female,12.07797125,7.427915959,1.1,5
365,147,47,Female,12.07797125,7.427915959,1.1,5
366,147,61,Female,12.07797125,7.427915959,1.1,5
367,148,52,Male,14.46028131,6.627758601,1.1,5
368,148,78,Female,14.46028131,6.627758601,1.1,5
369,149,43,Male,18.04482952,6.759212351,1.1,5
370,149,69,Female,18.04482952,6.759212351,1.1,5
371,149,79,Male,18.04482952,6.759212351,1.1,5
372,150,43,Male,9.021754534,9.025668672,1.1,5
373,150,39,Female,9.021754534,9.025668672,1.1,5
374,150,74,Male,9.021754534,9.025668672,1.1,5
375,151,62,Female,13.71816214,6.597083706,1.1,5
376,151,52,Female,13.71816214,6.597083706,1.1,5
377,152,40,Female,15.34991185,6,1.1,5
378,152,74,Female,15.34991185,6,1.1,5
379,152,77,Male,15.34991185,6,1.1,5
380,153,77,Male,12.32037729,6.608221502,1.1,5
381,153,56,Female,12.32037729,6.608221502,1.1,5
382,154,60,Female,16.00170883,8.079581211,1.1,5
383,154,72,Female,16.00170883,8.079581211,1.1,5
384,154,70,Female,16.00170883,8.079581211,1.1,5
385,155,49,Male,16.23428976,8.232911433,1.1,5
386,155,61,Male,16.23428976,8.232911433,1.1,5
387,156,42,Female,14.90089152,8.233135635,1.1,5
388,156,56,Female,14.90089152,8.233135635,1.1,5
389,157,77,Female,9,6,1.1,5
390,157,59,Female,9,6,1.1,5
391,158,48,Female,20,7.737484116,1.1,5
392,158,78,Male,20,7.737484116,1.1,5
393,159,42,Female,14.38410223,8.93571842,1.1,5
394,159,37,Male,14.38410223,8.93571842,1.1,5
395,160,76,Male,16.95357984,9.553157363,1.1,5
396,160,53,Female,16.95357984,9.553157363,1.1,5
397,161,65,Male,15.82129947,6.550077458,1.1,5
398,161,78,Male,15.82129947,6.550077458,1.1,5
399,162,80,Male,18.0740197,6.356214828,1.1,5
400,162,79,Female,18.0740197,6.356214828,1.1,5
401,162,40,Female,18.0740197,6.356214828,1.1,5
402,163,60,Female,17.45297834,9.975675664,1.1,5
403,163,63,Female,17.45297834,9.975675664,1.1,5
404,163,73,Male,17.45297834,9.975675664,1.1,5
405,164,55,Female,14.37062049,6,1.1,5
406,164,38,Male,14.37062049,6,1.1,5
407,164,44,Female,14.37062049,6,1.1,5
408,165,50,Female,16.13450332,6.126340046,1.1,5
409,165,50,Male,16.13450332,6.126340046,1.1,5
410,166,69,Female,12.16377351,7.914924159,1.1,5
411,166,73,Female,12.16377351,7.914924159,1.1,5
412,166,64,Male,12.16377351,7.914924159,1.1,5
413,167,55,Male,17.57076903,6,1.1,5
414,167,61,Female,17.57076903,6,1.1,5
415,168,72,Female,13.61688498,7.559255725,1.1,5
416,168,36,Male,13.61688498,7.559255725,1.1,5
417,169,80,Female,20,10.75572804,1.1,5
418,169,70,Female,20,10.75572804,1.1,5
419,169,44,Male,20,10.75572804,1.1,5
420,170,71,Female,10.04685331,6.991878693,1.1,5
421,170,78,Female,10.04685331,6.991878693,1.1,5
422,171,38,Female,13.60803827,6.44309195,1.1,5
423,171,69,Male,13.60803827,6.44309195,1.1,5
424,171,41,Male,13.60803827,6.44309195,1.1,5
425,172,45,Female,17.47613959,7.949823428,1.1,5
426,172,36,Male,17.47613959,7.949823428,1.1,5
427,172,75,Female,17.47613959,7.949823428,1.1,5
428,173,47,Female,16.53039764,6.441855658,1.1,5
429,173,66,Female,16.53039764,6.441855658,1.1,5
430,173,45,Male,16.53039764,6.441855658,1.1,5
431,174,57,Female,13.23155688,8.626800748,1.1,5
432,174,74,Female,13.23155688,8.626800748,1.1,5
433,174,74,Male,13.23155688,8.626800748,1.1,5
434,175,40,Female,12.00965777,8.808870929,1.1,5
435,175,39,Female,12.00965777,8.808870929,1.1,5
436,176,63,Male,15.43342711,7.005383322,1.1,5
437,176,75,Male,15.43342711,7.005383322,1.1,5
438,177,75,Male,14.95707776,6,1.1,5
439,177,71,Male,14.95707776,6,1.1,5
440,178,76,Female,9.629156288,6,1.1,5
441,178,35,Male,9.629156288,6,1.1,5
442,178,44,Male,9.629156288,6,1.1,5
443,179,36,Male,15.1036532,6,1.1,5
444,179,69,Female,15.1036532,6,1.1,5
445,179,79,Male,15.1036532,6,1.1,5
446,180,73,Female,15.57069095,8.594761001,1.1,5
447,180,47,Female,15.57069095,8.594761001,1.1,5
448,180,62,Male,15.57069095,8.594761001,1.1,5
449,181,49,Female,15.52417919,6,1.1,5
450,181,40,Female,15.52417919,6,1.1,5
451,181,49,Male,15.52417919,6,1.1,5
452,182,68,Female,11.83494887,6,1.1,5
453,182,69,Male,11.83494887,6,1.1,5
454,183,44,Male,16.42839983,6,1.1,5
455,183,46,Female,16.42839983,6,1.1,5
456,184,42,Female,19.13571041,7.788789696,1.1,5
457,184,42,Male,19.13571041,7.788789696,1.1,5
458,185,75,Male,16.36870921,6,1.1,5
459,185,38,Female,16.36870921,6,1.1,5
460,186,49,Female,11.59323459,8.773498074,1.1,5
461,186,51,Female,11.59323459,8.773498074,1.1,5
462,186,61,Male,11.59323459,8.773498074,1.1,5
463,187,68,Female,13.69306359,7.66673994,1.1,5
464,187,61,Male,13.69306359,7.66673994,1.1,5
465,187,41,Female,13.69306359,7.66673994,1.1,5
466,188,61,Female,16.03831086,6.658720764,1.1,5
467,188,47,Female,16.03831086,6.658720764,1.1,5
468,189,42,Female,13.05886311,8.637656273,1.1,5
469,189,59,Male,13.05886311,8.637656273,1.1,5
470,190,60,Female,9,7.776730326,1.1,5
471,190,51,Female,9,7.776730326,1.1,5
472,190,46,Male,9,7.776730326,1.1,5
473,191,79,Female,17.65275246,6.108129946,1.1,5
474,191,50,Female,17.65275246,6.108129946,1.1,5
475,191,44,Female,17.65275246,6.108129946,1.1,5
476,192,39,Male,12.51156717,7.462229869,1.1,5
477,192,40,Female,12.51156717,7.462229869,1.1,5
478,193,55,Female,13.27931919,8.295026716,1.1,5
479,193,51,Female,13.27931919,8.295026716,1.1,5
480,194,60,Female,19.51170183,7.71256669,1.1,5
481,194,71,Male,19.51170183,7.71256669,1.1,5
482,194,77,Male,19.51170183,7.71256669,1.1,5
483,195,65,Male,12.67756521,6,1.1,5
484,195,46,Female,12.67756521,6,1.1,5
485,195,63,Male,12.67756521,6,1.1,5
486,196,77,Female,17.53719462,8.71040441,1.1,5
487,196,58,Female,17.53719462,8.71040441,1.1,5
488,197,42,Male,11.21795136,9.305872451,1.1,5
489,197,35,Male,11.21795136,9.305872451,1.1,5
490,198,57,Female,13.93637279,7.552549113,1.1,5
491,198,69,Female,13.93637279,7.552549113,1.1,5
492,198,80,Male,13.93637279,7.552549113,1.1,5
493,199,44,Male,14.77933194,7.288209325,1.1,5
494,199,62,Female,14.77933194,7.288209325,1.1,5
495,200,57,Female,11.49404573,6.848749838,1.1,5
496,200,49,Male,11.49404573,6.848749838,1.1,5
497,200,73,Female,11.49404573,6.848749838,1.1,5
498,201,63,Female,13.09575521,11.32283169,1.1,5
499,201,56,Female,13.09575521,11.32283169,1.1,5
500,201,50,Male,13.09575521,11.32283169,1.1,5
501,202,65,Male,14.91347534,7.552631064,1.1,5
502,202,46,Female,14.91347534,7.552631064,1.1,5
503,202,54,Male,14.91347534,7.552631064,1.1,5
504,203,43,Male,17.01208791,6.683411943,1.1,5
505,203,62,Male,17.01208791,6.683411943,1.1,5
506,203,37,Male,17.01208791,6.683411943,1.1,5
507,204,79,Female,10.04836037,6,1.1,5
508,204,74,Female,10.04836037,6,1.1,5
509,205,38,Male,13.95073728,6,1.1,5
510,205,44,Female,13.95073728,6,1.1,5
511,205,44,Female,13.95073728,6,1.1,5
512,206,39,Male,17.26921932,6.844653599,1.1,5
513,206,45,Male,17.26921932,6.844653599,1.1,5
514,206,75,Male,17.26921932,6.844653599,1.1,5
515,207,46,Female,13.38357252,7.41258809,1.1,5
516,207,39,Female,13.38357252,7.41258809,1.1,5
517,207,58,Female,13.38357252,7.41258809,1.1,5
518,208,38,Female,15.68187577,7.553744918,1.1,5
519,208,68,Male,15.68187577,7.553744918,1.1,5
520,209,66,Male,16.47668571,8.643013561,1.1,5
521,209,35,Male,16.47668571,8.643013561,1.1,5
522,209,53,Female,16.47668571,8.643013561,1.1,5
523,210,45,Female,15.80350505,6.611695181,1.1,5
524,210,73,Male,15.80350505,6.611695181,1.1,5
525,210,63,Male,15.80350505,6.611695181,1.1,5
526,211,61,Male,16.95977304,9.429177589,1.1,5
527,211,58,Female,16.95977304,9.429177589,1.1,5
528,211,39,Female,16.95977304,9.429177589,1.1,5
529,212,36,Female,14.63187402,6,1.1,5
530,212,75,Female,14.63187402,6,1.1,5
531,213,60,Female,13.75897046,6,1.1,5
532,213,62,Male,13.75897046,6,1.1,5
533,214,40,Female,9,6,1.1,5
534,214,60,Male,9,6,1.1,5
535,214,62,Male,9,6,1.1,5
536,215,40,Male,14.72117694,8.484594048,1.1,5
537,215,38,Male,14.72117694,8.484594048,1.1,5
538,215,56,Female,14.72117694,8.484594048,1.1,5
539,216,49,Female,16.29085409,6.834160115,1.1,5
540,216,40,Female,16.29085409,6.834160115,1.1,5
541,216,37,Female,16.29085409,6.834160115,1.1,5
542,217,55,Male,16.60619652,8.579635844,1.1,5
543,217,44,Female,16.60619652,8.579635844,1.1,5
544,217,71,Female,16.60619652,8.579635844,1.1,5
